    0.10000E-03    0.84566E+02
    0.10202E-03    0.86222E+02
    0.10408E-03    0.87910E+02
    0.10618E-03    0.89631E+02
    0.10833E-03    0.91386E+02
    0.11052E-03    0.93175E+02
    0.11275E-03    0.94999E+02
    0.11503E-03    0.96859E+02
    0.11735E-03    0.98755E+02
    0.11972E-03    0.10069E+03
    0.12214E-03    0.10266E+03
    0.12461E-03    0.10467E+03
    0.12712E-03    0.10672E+03
    0.12969E-03    0.10881E+03
    0.13231E-03    0.11094E+03
    0.13499E-03    0.11311E+03
    0.13771E-03    0.11532E+03
    0.14049E-03    0.11758E+03
    0.14333E-03    0.11988E+03
    0.14623E-03    0.12222E+03
    0.14918E-03    0.12462E+03
    0.15220E-03    0.12705E+03
    0.15527E-03    0.12954E+03
    0.15841E-03    0.13207E+03
    0.16161E-03    0.13466E+03
    0.16487E-03    0.13729E+03
    0.16820E-03    0.13998E+03
    0.17160E-03    0.14272E+03
    0.17507E-03    0.14551E+03
    0.17860E-03    0.14835E+03
    0.18221E-03    0.15126E+03
    0.18589E-03    0.15421E+03
    0.18965E-03    0.15723E+03
    0.19348E-03    0.16030E+03
    0.19739E-03    0.16344E+03
    0.20138E-03    0.16663E+03
    0.20544E-03    0.16989E+03
    0.20959E-03    0.17321E+03
    0.21383E-03    0.17660E+03
    0.21815E-03    0.18005E+03
    0.22255E-03    0.18357E+03
    0.22705E-03    0.18715E+03
    0.23164E-03    0.19081E+03
    0.23632E-03    0.19454E+03
    0.24109E-03    0.19834E+03
    0.24596E-03    0.20221E+03
    0.25093E-03    0.20616E+03
    0.25600E-03    0.21019E+03
    0.26117E-03    0.21429E+03
    0.26645E-03    0.21847E+03
    0.27183E-03    0.22274E+03
    0.27732E-03    0.22708E+03
    0.28292E-03    0.23151E+03
    0.28864E-03    0.23603E+03
    0.29447E-03    0.24064E+03
    0.30042E-03    0.24533E+03
    0.30649E-03    0.25011E+03
    0.31268E-03    0.25499E+03
    0.31899E-03    0.25996E+03
    0.32544E-03    0.26503E+03
    0.33201E-03    0.27019E+03
    0.33872E-03    0.27545E+03
    0.34556E-03    0.28082E+03
    0.35254E-03    0.28629E+03
    0.35966E-03    0.29186E+03
    0.36693E-03    0.29754E+03
    0.37434E-03    0.30333E+03
    0.38190E-03    0.30923E+03
    0.38962E-03    0.31524E+03
    0.39749E-03    0.32137E+03
    0.40552E-03    0.32762E+03
    0.41371E-03    0.33398E+03
    0.42207E-03    0.34047E+03
    0.43060E-03    0.34708E+03
    0.43929E-03    0.35382E+03
    0.44817E-03    0.36068E+03
    0.45722E-03    0.36768E+03
    0.46646E-03    0.37481E+03
    0.47588E-03    0.38207E+03
    0.48550E-03    0.38948E+03
    0.49530E-03    0.39702E+03
    0.50531E-03    0.40470E+03
    0.51552E-03    0.41253E+03
    0.52593E-03    0.42051E+03
    0.53656E-03    0.42864E+03
    0.54739E-03    0.43692E+03
    0.55845E-03    0.44536E+03
    0.56973E-03    0.45395E+03
    0.58124E-03    0.46271E+03
    0.59299E-03    0.47163E+03
    0.60496E-03    0.48072E+03
    0.61719E-03    0.48997E+03
    0.62965E-03    0.49940E+03
    0.64237E-03    0.50900E+03
    0.65535E-03    0.51878E+03
    0.66859E-03    0.52875E+03
    0.68210E-03    0.53889E+03
    0.69588E-03    0.54922E+03
    0.70993E-03    0.55975E+03
    0.72427E-03    0.57046E+03
    0.73891E-03    0.58137E+03
    0.75383E-03    0.59248E+03
    0.76906E-03    0.60380E+03
    0.78460E-03    0.61532E+03
    0.80045E-03    0.62704E+03
    0.81662E-03    0.63898E+03
    0.83311E-03    0.65114E+03
    0.84994E-03    0.66351E+03
    0.86711E-03    0.67611E+03
    0.88463E-03    0.68893E+03
    0.90250E-03    0.70198E+03
    0.92073E-03    0.71526E+03
    0.93933E-03    0.72878E+03
    0.95831E-03    0.74253E+03
    0.97767E-03    0.75653E+03
    0.99742E-03    0.77078E+03
    0.10176E-02    0.78527E+03
    0.10381E-02    0.80001E+03
    0.10591E-02    0.81502E+03
    0.10805E-02    0.83028E+03
    0.11023E-02    0.84580E+03
    0.11246E-02    0.86160E+03
    0.11473E-02    0.87766E+03
    0.11705E-02    0.89400E+03
    0.11941E-02    0.91061E+03
    0.12182E-02    0.92750E+03
    0.12429E-02    0.94468E+03
    0.12680E-02    0.96215E+03
    0.12936E-02    0.97991E+03
    0.13197E-02    0.99796E+03
    0.13464E-02    0.10163E+04
    0.13736E-02    0.10350E+04
    0.14013E-02    0.10539E+04
    0.14296E-02    0.10732E+04
    0.14585E-02    0.10928E+04
    0.14880E-02    0.11127E+04
    0.15180E-02    0.11329E+04
    0.15487E-02    0.11534E+04
    0.15800E-02    0.11743E+04
    0.16119E-02    0.11955E+04
    0.16445E-02    0.12170E+04
    0.16777E-02    0.12389E+04
    0.17116E-02    0.12611E+04
    0.17462E-02    0.12836E+04
    0.17814E-02    0.13065E+04
    0.18174E-02    0.13297E+04
    0.18541E-02    0.13533E+04
    0.18916E-02    0.13772E+04
    0.19298E-02    0.14014E+04
    0.19688E-02    0.14261E+04
    0.20086E-02    0.14511E+04
    0.20491E-02    0.14764E+04
    0.20905E-02    0.15021E+04
    0.21328E-02    0.15282E+04
    0.21758E-02    0.15546E+04
    0.22198E-02    0.15814E+04
    0.22646E-02    0.16085E+04
    0.23104E-02    0.16361E+04
    0.23571E-02    0.16639E+04
    0.24047E-02    0.16922E+04
    0.24533E-02    0.17208E+04
    0.25028E-02    0.17498E+04
    0.25534E-02    0.17792E+04
    0.26050E-02    0.18089E+04
