1	-0.2880864894829621
2	-0.18994407697714766
3	-0.14282923406699577
4	-0.11406161435828607
5	-0.09439304520493555
6	-0.08000960571990842
7	-0.06900636831200987
8	-0.06031371614967446
9	-0.05327592997130471
10	-0.0474677786072908
11	-0.04259970909268125
12	-0.03846772914558085
13	-0.03492156898334829
14	-0.03184872876161687
15	-0.029164914190761806
16	-0.02680407336632033
17	-0.024715219294221807
18	-0.022856231746162362
19	-0.0211942711873223
20	-0.01970249517393738
21	-0.01835744129542526
22	-0.01714005823606795
23	-0.01603433756912377
24	-0.015026472426116972
25	-0.014105391758906202
26	-0.013261473973734334
27	-0.012486736465530173
28	-0.011773695696589847
29	-0.011116221273139942
30	-0.0105082971990632
31	-0.009945254017494791
32	-0.009422844497837873
33	-0.008936979962587776
34	-0.008484742460913094
35	-0.008062987516828683
36	-0.007669246562088506
37	-0.007301066809653351
38	-0.006956582446165955
39	-0.006633646207404969
40	-0.006330529949522176
41	-0.006045734127340052
42	-0.005777728756130959
43	-0.005525333332038957
44	-0.005287451949368425
45	-0.005062914242784002
46	-0.004850840853749337
47	-0.0046504792129556756
48	-0.004461033418465728
49	-0.004281660807447251
50	-0.004111642349814528
51	-0.003950255093332158
52	-0.0037971679697270254
53	-0.003651846714888646
54	-0.003513738444133837
55	-0.003382360423170415
56	-0.00325729501217149
57	-0.0031383085639995955
58	-0.0030250049218911506
59	-0.0029169790447787455
60	-0.0028139328525117044
61	-0.0027155860854069405
62	-0.0026216892532615332
63	-0.002532041286056182
64	-0.00244640285957597
65	-0.0023646033326322016
66	-0.0022864617557036993
67	-0.0022117535996543747
68	-0.0021402804510425406
69	-0.002071894929275478
70	-0.0020064388363484876
71	-0.0019437547392435475
72	-0.0018837481556369066
73	-0.0018262422343322236
74	-0.0017710805252528934
75	-0.0017181755288363648
76	-0.0016673691190677823
77	-0.0016184697724893051
78	-0.001571301434537021
79	-0.0015256414938210488
80	-0.0014811779384762034
81	-0.0014376718084953691
82	-0.0013949428755055027
83	-0.0013526361519191194
84	-0.0013102812763740857
85	-0.001267519671386281
86	-0.0012240527182035513
87	-0.0011795681634276536
88	-0.0011338375445762675
89	-0.0010868046381813238
90	-0.0010386714694509624
91	-0.000989869672175889
92	-0.0009410032680210768
93	-0.0008928843097747199
94	-0.0008464730775418413
95	-0.0008027127221278697
96	-0.0007624461460997007
97	-0.0007264226728647122
98	-0.0006952208040505759
99	-0.0006691142359934067
100	-0.0006480699468901463
101	-0.0006318421909435268
102	-0.0006200083449546543
103	-0.000611984835420146
104	-0.0006071049842985029
105	-0.0006046845982539189
106	-0.0006040397406251108
107	-0.0006045402974756754
108	-0.000605668670064226
109	-0.0006070012083071732
110	-0.0006081675334391643
111	-0.0006088617898164773
112	-0.0006088813108858195
113	-0.000608122621170613
114	-0.0006065268357632572
115	-0.0006040565118756286
116	-0.0006007137094341216
117	-0.0005965340200224078
118	-0.0005915583493701881
119	-0.000585837639433537
120	-0.0005794413595749014
121	-0.0005724493358935487
122	-0.0005649376854693881
123	-0.0005569782803872839
124	-0.0005486448111499002
125	-0.0005400027774440271
126	-0.0005311061138605714
127	-0.0005220001286445765
128	-0.0005127428378257021
129	-0.0005033940392726598
130	-0.0004939971544362889
131	-0.0004845729589686193
132	-0.00047514114587684164
133	-0.0004657349216489954
134	-0.00045638794135048177
135	-0.0004471192374998117
136	-0.00043793395053157803
137	-0.00042884294870044744
138	-0.00041986758998431144
139	-0.00041102907366341677
